pokemon_id,move_id,level,order
276,97,43,
276,403,53,
277,365,1,1
277,64,1,2
277,45,1,3
277,116,1,4
277,98,1,5
277,116,4,
277,98,8,
277,17,13,
277,104,19,
277,283,28,
277,332,38,
277,97,49,
277,403,61,
278,45,1,1
278,55,1,2
278,48,6,
278,17,9,
278,54,14,
278,352,17,
278,98,22,
278,355,26,
278,228,30,
278,314,33,
278,97,38,
278,332,42,
278,403,46,
278,542,49,
279,487,1,1
279,45,1,2
279,55,1,3
279,346,1,4
279,17,1,5
279,48,6,
279,17,9,
279,54,14,
279,352,17,
279,371,22,
279,182,25,
279,355,28,
279,362,34,
279,254,39,1
279,256,39,2
279,255,39,3
279,374,46,
279,366,52,
279,56,58,
279,542,63,
280,45,1,
280,93,6,
280,104,10,
280,100,12,
280,381,17,
280,345,21,
280,505,23,
280,347,28,
280,94,32,
280,286,34,
280,248,39,
280,204,43,
280,95,45,
280,138,50,
280,500,54,
281,45,1,1
281,93,1,2
281,104,1,3
281,100,1,4
281,93,6,
281,104,10,
281,100,12,
281,381,17,
281,345,22,
281,505,25,
281,347,31,
281,94,36,
281,286,39,
281,248,45,
281,204,50,
281,95,53,
281,138,59,
281,500,64,
282,361,1,1
282,45,1,2
282,93,1,3
282,104,1,4
282,100,1,5
282,93,6,
282,104,10,
282,100,12,
282,273,17,
282,345,22,
282,505,25,
282,347,33,
282,94,40,
282,286,45,
282,248,53,
282,445,60,
282,95,65,
282,138,73,
282,500,80,
283,145,1,
283,98,7,
283,230,13,
283,346,19,
283,61,25,
283,97,31,
283,54,37,1
283,114,37,2
283,226,43,
284,466,1,1
284,145,1,2
284,98,1,3
284,230,1,4
284,346,1,5
284,98,7,
284,230,13,
284,346,19
284,16,22
284,184,26
284,78,33
284,318,40
284,403,47
284,18,54
284,405,61
284,483,68
285,71,1
285,33,5
285,78,9
285,73,13
285,72,17
285,29,21
285,77,25
285,388,29,
285,74,33,
285,202,37,
285,402,41,
285,147,45,
286,71,1,1
286,33,1,2
286,78,1,3
286,73,1,4
286,33,5,
286,78,9,
286,73,13,
286,72,17,
286,29,21,
286,183,23,
286,68,25,
286,395,29,
286,327,33,
286,170,37,
286,402,41,
286,223,45,
287,10,1,1
287,281,1,2
287,227,7,
287,303,13,
287,185,19,
287,133,25,
287,343,31,
287,498,37,
287,68,43,
287,175,49,
288,10,1,1
288,116,1,2
288,227,1,3
288,253,1,4
288,227,7,
288,253,13,
288,154,19,
288,203,25,
288,163,31,
288,68,37,
288,498,43,
288,264,49,
288,179,55,
289,10,1,1
289,281,1,2
289,227,1,3
289,303,1,4
289,227,7,
289,303,13,
289,185,19,
289,133,25,
289,343,31,
289,207,36,
289,498,37,
289,68,43,
289,175,49,
289,374,55,
289,386,61,
289,359,67,
290,10,1,1
290,106,1,2
290,141,5,
290,28,9,
290,154,14,
290,170,19,
290,206,25,
290,189,31,
290,232,38,
290,91,45,
291,450,1,1
291,10,1,2
291,106,1,3
291,141,1,4
291,28,1,5
291,141,5,
291,28,9,
291,154,14,
291,170,19,
291,104,20,1
291,210,20,2
291,103,20,3
291,14,25,
291,163,31,
291,97,38,
291,226,45,
291,404,52,
292,10,1,1
292,106,1,2
292,141,5,
292,28,9,
292,154,14,
292,170,19,
292,180,25,
292,109,31,
292,425,38,
292,288,45,
292,377,52,
292,247,59,
293,1,1,
293,253,5,
293,310,11,
293,336,15,
293,48,21,
293,23,25,
293,103,31,
293,46,35,
293,485,41,
293,156,45,1
293,214,45,2
293,304,51,
294,1,1,1
294,253,1,2
294,310,1,3
294,336,1,4
294,253,5,
294,310,11,
294,336,15,
294,44,20,
294,48,23,
294,23,29,
294,103,37,
294,46,43,
294,485,51,
294,156,57,1
294,214,57,2
294,304,65,
295,423,1,1
295,424,1,2
295,422,1,3
295,1,1,4
295,253,1,5
295,310,1,6
295,336,1,7
295,253,5,
295,310,11,
295,336,15,
295,44,20,
295,48,23,
295,23,29,
295,103,37,
295,242,40,
295,46,45,
295,485,55,1
295,156,55,2
295,214,63,
295,304,71,
295,63,79,
296,33,1,1
296,116,1,2
296,28,4,
296,292,7,
296,233,10,
296,252,13,
296,18,16,
296,282,19,
296,265,22,
296,187,25,
296,395,28,
296,69,31,
296,358,34,
296,203,37,
296,370,40,
296,179,43,
296,484,46,
297,362,1,1
297,33,1,2
297,116,1,3
297,28,1,4
297,292,1,5
297,28,4,
297,292,7,
297,233,10,
297,252,13,
297,18,16,
297,282,19,
297,265,22,
297,187,27,
297,395,32,
297,69,37,
297,358,42,
297,203,47,
297,370,52,
297,179,57,
297,484,62,
298,150,1,1
298,145,1,2
298,39,2,
298,346,5,
298,55,7,
298,204,10,
298,61,13,
298,270,16
298,21,20
298,340,23
299,33,1
299,106,4
299,335,8
299,88,11
299,86,15
299,350,18
299,156,22
299,209,25
299,157,29
299,408,32
299,201,36
299,435,39
299,414,43
299,444,46,
299,199,50,1
299,192,50,2
300,252,1,1
300,45,1,2
300,39,1,3
300,33,1,4
300,193,4,
300,213,8,
300,47,11,
300,3,15,
300,383,18,
300,274,22,
300,204,25,
300,185,29,
300,358,32,
300,343,36,
300,215,39,
300,38,42,
300,445,46,
301,252,1,1
301,213,1,2
301,47,1,3
301,3,1,4
302,43,1,1
302,10,1,2
302,193,4,
302,101,8,
302,310,11,
302,154,15,
302,252,18,
302,197,22,
302,425,25
302,282,29
302,185,32
302,386,36
302,421,39
302,408,43
302,109,46
302,492,50
302,428,53
302,247,57
302,212,60
303,310,1
303,313,6
303,44,11
303,230,16
303,11,21
303,185,26,
303,226,31,
303,242,36,
303,334,41,
303,389,46,
303,254,51,1
303,256,51,2
303,255,51,3
303,442,56,
304,33,1,1
304,106,1,2
304,189,4,
304,29,8,
304,232,11,
304,334,15,
304,46,18,
304,36,22,
304,442,25,
304,182,29,
304,319,32,
304,231,36,
304,475,39,
304,484,43,
304,38,46,
304,368,50,
305,33,1,1
305,106,1,2
305,189,1,3
305,29,1,4
305,189,4,
305,29,8,
305,232,11,
305,334,15,
305,46,18,
305,36,22,
305,442,25,
305,182,29,
305,319,34,
305,231,40,
305,475,45,
305,484,51,
305,38,56,
305,368,62,
306,33,1,1
306,106,1,2
306,189,1,3
306,29,1,4
306,189,4,
306,29,8
306,232,11
306,334,15
306,46,18
306,36,22
306,442,25
306,182,29
306,319,34
306,231,40
306,475,48
306,484,57
306,38,65
306,368,74
307,117,1
307,96,4
307,93,8
307,197,11,
307,237,15,
307,170,18,
307,364,22,
307,347,25,
307,395,29,
307,136,32,
307,244,36,
307,367,39,
307,379,43,
307,179,46,
307,105,50,
308,7,1,1
308,9,1,2
308,8,1,3
308,117,1,4
308,96,1,5
308,93,1,6
308,197,1,7
308,96,4,
308,93,8,
308,197,11,
308,237,15,
308,170,18,
308,364,22,
308,347,25,
308,395,29,
308,136,32,
308,244,36,
308,367,42,
308,379,49,
308,179,55,
308,105,62,
309,33,1,
309,86,4,
309,43,9,
309,336,12,
309,98,17,
309,209,20,
309,316,25,
309,44,28,
309,422,33,
309,46,36,
309,435,41,
309,268,44,
309,528,49,
309,87,52,
310,424,1,1
310,33,1,2
310,86,1,3
310,43,1,4
310,336,1,5
310,86,4,
310,43,9,
310,336,12,
310,98,17,
310,209,20,
310,316,25,
310,44,30,
310,422,37,
310,46,42,
310,435,49,
310,268,54,
310,528,61,
310,87,66
311,45,1
311,86,3
311,98,7
311,270,10
311,209,15
311,227,17
311,313,21
311,383,24
311,486,29
311,129,31
311,313,35
311,268,38
311,87,42
311,226,44
311,97,48
311,387,51
311,417,56
311,494,63
312,45,1
312,86,3
312,98,7
312,270,10
312,209,15
312,227,17
312,204,21
312,383,24
312,486,29
312,129,31
312,313,35
312,268,38
312,87,42
312,226,44,
312,97,48,
312,376,51,
312,417,56,
312,494,63,
313,148,1,1
313,33,1,2
313,104,5,
313,109,9,
313,236,13,
313,98,17,
313,294,21,
313,324,25,
313,182,29,
313,270,33,
313,428,37,
313,405,41
313,38,45
314,33,1
314,230,5
314,204,9
314,236,13
314,98,17
314,273,21
314,227,25
314,260,29
314,270,33
314,428,37
314,405,41
314,343,45
315,71,1
315,74,4
315,40,7
315,78,10
315,72,13
315,73,16
315,345,19
315,320,22
315,202,25
315,390,28
315,230,31
315,275,34
315,80,37
315,92,40
315,312,43
315,235,46
316,1,1
316,281,6
316,139,9,
316,124,14,
316,133,17,
316,227,23,
316,92,28,
316,491,34,
316,254,39,1
316,255,39,2
316,256,39,3
316,188,44,
316,380,49,
316,378,54,
316,441,59,
317,1,1,1
317,281,1,2
317,139,1,3
317,124,1,4
317,281,6,
317,139,9,
317,124,14,
317,133,17,
317,227,23,
317,34,26,
317,92,30,
317,491,38,
317,254,45,1
317,255,45,2
317,256,45,3
317,188,52,
317,380,59,
317,378,66,
317,441,73,
318,43,1,1
318,44,1,2
318,99,6,
318,116,8,
318,184,11,
318,423,16,
318,103,18,
318,207,21,
318,372,26,
318,242,28,
318,453,31,
318,97,36,
318,36,38,
319,364,1,1
319,43,1,2
319,44,1,3
319,99,1,4
319,116,1,5
319,99,6,
319,116,8,
319,184,11,
319,423,16,
319,103,18,
319,207,21,
319,372,26,
319,242,28,
319,163,30,
319,453,34,
319,269,40,
319,97,45,
319,130,50,
319,400,56,
320,150,1
320,45,4
320,55,7
320,205,11
320,250,14
320,310,17
320,352,21
320,54,24
320,156,27
320,362,31
320,323,34
320,133,37
320,291,41
320,340,44
320,56,47
320,484,50
321,150,1,1
321,45,1,2
321,55,1,3
321,205,1,4
321,45,4,
321,55,7,
321,205,11,
321,250,14,
321,310,17,
321,352,21,
321,54,24,
321,156,27,
321,362,31,
321,323,34,
321,133,37,
321,291,46,
321,340,54,
321,56,62,
321,484,70,
322,45,1,1
322,33,1,2
322,52,5,
322,222,8,
322,116,12,
322,481,15,
322,133,19,
322,436,22,
322,414,26,
322,174,29,
322,36,31,
322,281,36,
322,89,40,
322,53,43,
322,38,47,
323,45,1,1
323,33,1,2
323,52,1,3
323,222,1,4
323,52,5,
323,222,8,
323,116,12,
323,481,15,
323,133,19,
323,436,22,
323,414,26,
323,174,29,
323,36,31,
323,157,33,
323,281,39
323,89,46
323,284,52
323,90,59
324,52,1
324,123,4
324,110,7
324,174,12
324,83,17
324,108,20
324,229,23
324,53,28
324,34,33
324,182,36
324,436,39
324,334,44
324,133,49,
324,175,52,
324,257,55,
324,517,60,
324,504,65,
325,150,1,
325,149,7,
325,316,10,
325,60,14,
325,244,15,
325,109,18,
325,277,21,
325,428,26,
325,156,29,1
325,173,29,2
325,408,33,
325,473,38,
325,371,40,
325,94,44,
325,340,50,
326,150,1,1
326,149,1,2
326,316,1,3
326,60,1,4
326,149,7,
326,316,10,
326,60,14,
326,244,15,
326,109,18,
326,277,21,
326,428,26,
326,156,29,1
326,173,29,2
326,408,35,
326,473,42,
326,371,46,
326,94,52,
326,340,60,
327,33,1,
327,253,5,
327,383,10,
327,185,14,
327,60,19,
327,95,23,
327,146,28,
327,389,32,
327,298,37,
327,244,41,
327,38,46
327,175,50
327,37,55
328,44,1
328,28,4
328,185,7
328,328,10
328,189,13
328,117,17
328,523,21
328,157,25
328,91,29
328,242,34
328,414,39
328,201,44
328,63,49
328,89,55,
328,364,61,
328,276,67,
328,90,73,
329,49,1,1
329,28,1,2
329,185,1,3
329,328,1,4
329,28,4,
329,185,7,
329,328,10,
329,189,13,
329,117,17,
329,523,21,
329,157,25,
329,48,29,
329,103,34,
329,225,35,
329,414,39,
329,201,44,
329,63,49,
330,49,1,1
330,28,1,2
330,185,1,3
330,328,1,4
330,28,4,
330,185,7,
330,328,10,
330,189,13,
330,117,17,
330,523,21,
330,157,25,
330,48,29,
330,103,34,
330,225,35,
330,414,39,
330,201,44,
330,525,45,
330,63,49,
330,337,55,
331,40,1,1
331,43,1,2
331,71,5,
331,74,9,
331,73,13,
331,28,17,
331,42,21,
331,275,25,
331,185,29,
331,191,33,
331,389,37,
331,371,41,
331,302,45,
331,178,49,
331,201,53,
331,194,57,
332,279,1,1
332,40,1,2
332,43,1,3
332,71,1,4
332,74,1,5
332,71,5,
332,74,9,
332,73,13,
332,28,17,
332,42,21,
332,275,25,
332,185,29,
332,191,35,
332,389,41,
332,371,47,
332,302,53,
332,178,59,
332,201,65,
332,194,71,
333,64,1,1
333,45,1,2
333,310,4,
333,47,8,
333,31,10,
333,219,13,
333,54,15,
333,496,18,
333,363,21,
333,36,25,
333,287,29,
333,119,34,
333,538,39,
333,406,42,
333,195,48,
334,365,1,1
334,64,1,2
334,45,1,3
334,310,1,4
334,47,1,5
334,310,4,
334,47,8,
334,31,10,
334,219,13,
334,54,15,
334,496,18,
334,363,21,
334,36,25,
334,287,29,
334,349,34,
334,225,35,
334,538,42,
334,406,48,
334,195,57,
334,143,64,
335,10,1,1
335,43,1,2
335,98,5,
335,210,8,
335,228,12,
335,163,15,
335,373,19,
335,306,22,
335,279,26,
335,206,29,
335,197,33,
335,404,36,
335,269,40,
335,14,43,
335,370,47,
336,35,1,1
336,122,1,2
336,44,5,
336,207,9,
336,342,12,
336,103,16,
336,474,20,
336,137,23,
336,305,27,
336,400,31,
336,380,34,
336,114,38,
336,398,42,
336,242,45,
336,489,49,
336,378,53,
337,33,1,1
337,106,1,2
337,93,1,3
337,88,5,
337,95,9,
337,397,13,
337,149,17,
337,373,21,
337,157,25,
337,322,29,
337,94,33,
337,377,37,
337,444,41,
337,248,45,
337,153,49,
337,478,53,
338,33,1,1
338,106,1,2
338,93,1,3
338,88,5,
338,83,9,
338,397,13,
338,149,17,
338,373,21,
338,157,25,
338,322,29,
338,94,33,
338,377,37,
338,444,41,
338,76,45,
338,153,49,
338,472,53,
339,189,1,
339,300,6,1
339,346,6,2
339,55,10,
339,426,14,
339,133,18,
339,352,22,
339,222,26,
339,156,31,1
339,173,31,2
339,401,35,
339,89,39,
339,248,43,
339,90,47,
340,428,1,1
340,321,1,2
340,189,1,3
340,300,1,4
340,346,1,5
340,300,6,1
340,346,6,2
340,55,10,
340,426,14,
340,133,18,
340,352,22,
340,222,26,
340,156,33,1
340,173,33,2
340,401,39,
340,89,45,
340,248,51,
340,90,57,
341,145,1,
341,106,7,
341,11,10,
341,43,13,
341,61,20,
341,182,23,
341,282,26,
341,269,32,
341,400,35,
341,152,38,
341,14,44,
341,242,47,
341,12,53,
342,145,1,1
342,106,1,2
342,11,1,3
342,43,1,4
342,106,7,
342,11,10,
342,43,13,
342,61,20,
342,182,23,
342,282,26,
342,129,30,
342,269,34,
342,400,39,
342,152,44,
342,14,52,
342,242,57,
342,12,65,
343,106,1,1
343,93,1,2
343,229,4,
343,189,7,
343,317,10,
343,60,13,
343,379,17,
343,246,21,
343,120,25,
343,326,28,
343,322,31,
343,470,34,1
343,471,34,2
343,414,37,
343,201,41,
343,377,45,
343,153,49,
344,100,1,1
344,106,1,2
344,93,1,3
344,229,1,4
344,229,4,
344,189,7,
344,317,10,
344,60,13,
344,379,17,
344,246,21,
344,120,25,
344,326,28,
344,322,31,
344,470,34,1
344,471,34,2
344,63,36,
344,414,40,
344,201,47,
344,377,54,
344,153,61,
345,310,1,1
345,132,1,2
345,51,8,
345,275,15,
345,109,22,
345,133,29,
345,380,36,
345,246,43,
345,412,50,
345,254,57,1
345,255,57,2
345,256,57,3
345,378,64,
346,310,1,1
346,132,1,2
346,51,1,3
346,275,1,4
346,51,8,
346,275,15,
346,109,22,
346,133,29,
346,246,36,
346,380,46,
346,412,56,
346,254,66,1
346,255,66,2
346,256,66,3
346,378,76,
347,10,1,1
347,106,1,2
347,300,7,
347,55,13,
347,232,19,
347,182,25,
347,246,31,
347,210,37,
347,163,43,
347,350,49,
347,306,55,
347,404,61,
348,10,1,1
348,106,1,2
348,300,1,3
348,55,1,4
348,300,7,
348,55,13,
348,232,19,
348,182,25,
348,246,31,
348,210,37,
348,163,46,
348,350,55,
348,306,67,
348,404,73,
349,150,1,
349,33,15,
349,175,30,
350,55,1,1
350,35,1,2
350,346,5,
350,287,9,
350,352,13,
350,239,17,
350,105,21,
350,445,25,
350,401,29,
350,240,33,
350,56,37,
350,213,41,
350,219,45,
350,392,49,
351,33,1,
351,55,10,1
351,52,10,2
351,181,10,3
351,29,15,
351,240,20,1
351,241,20,2
351,258,20,3
351,311,30,
351,56,40,1
351,126,40,2
351,59,40,3
352,168,1,1
352,39,1,2
352,310,1,3
352,122,1,4
352,10,1,5
352,20,4,
352,185,7,
352,154,10,
352,364,14,
352,60,18,
352,425,22,
352,163,27,
352,103,32,
352,164,37
352,389,43
352,421,49
352,246,55
352,485,58
353,282,1
353,103,4
353,101,7
353,180,10
353,261,13
353,425,16
353,174,19
353,185,22
353,506,26
353,247,30
353,389,34
353,373,38,
353,289,42,
353,288,46,
353,271,50,
354,282,1,1
354,103,1,2
354,101,1,3
354,174,1,4
354,103,4,
354,101,7,
354,180,10,
354,261,13,
354,425,16,
354,174,19,
354,185,22,
354,506,26,
354,247,30,
354,389,34,
354,373,40,
354,289,46,
354,288,52,
354,271,58,
355,43,1,1
355,101,1,2
355,50,6,
355,193,9,
355,310,14,
355,109,17,
355,425,22,
355,228,25,
355,174,30,
355,261,33,
355,506,38,
355,212,41,
355,371,46,
355,248,49,
356,7,1,1
356,8,1,2
356,9,1,3
356,356,1,4
356,20,1,5
356,43,1,6
356,101,1,7
356,50,1,8
356,50,6,
356,193,9,
356,310,14,
356,109,17,
356,425,22,
356,228,25,
356,174,30,
356,261,33,
356,325,37,
356,506,42,
356,212,49,
356,371,58,
356,248,61,
357,43,1,1
357,16,1,2
357,74,7,
357,75,11,
357,23,17,
357,230,21,
357,18,27,
357,345,31
357,34,37
357,235,41
357,536,47
357,403,51
357,516,57
357,76,61
357,363,67
357,437,71
358,35,1
358,45,6
358,310,9
358,93,14
358,253,17
358,36,22
358,281,25
358,149,30,
358,38,33,
358,215,38,
358,219,41,
358,326,46,
358,505,49,
358,485,54,
358,361,57,
359,10,1,1
359,364,1,2
359,43,4,
359,98,9,
359,228,12,
359,269,17,
359,44,20,
359,104,25,
359,163,28,
359,14,33,
359,248,36,
359,400,41,
359,197,44,
359,427,49,
359,389,52,
359,13,57,
359,382,60,
359,195,65,
360,150,1,1
360,204,1,2
360,227,1,3
360,68,15,1
360,243,15,2
360,219,15,3
360,194,15,4
361,181,1,1
361,43,1,2
361,104,4,
361,44,10,
361,196,13,
361,29,19,
361,182,22,
361,423,28,
361,242,31,
361,420,37,
361,258,40,
361,59,46,
362,181,1,1
362,43,1,2
362,104,1,3
362,44,1,4
362,104,4,
362,44,10,
362,196,13,
362,29,19,
362,182,22,
362,423,28,
362,242,31,
362,58,37,
362,258,40,
362,59,51,
362,329,59,
363,111,1,1
363,181,1,2
363,45,1,3
363,55,1,4
363,227,7,
363,301,13,
363,34,19,
363,62,25,
363,258,31,
363,156,37,1
363,173,37,2
363,59,43,
363,329,49,
364,181,1,1
364,45,1,2
364,55,1,3
364,227,1,4
364,227,7,
364,301,13,
364,34,19,
364,62,25,
364,258,31,
364,207,32,
364,156,39,1
364,173,39,2
364,59,47,
364,329,55,
365,242,1,1
365,181,1,2
365,45,1,3
365,55,1,4
365,227,1,5
365,227,7,
365,301,13,
365,34,19,
365,62,25,
365,258,31,
365,207,32,
365,156,39,1
365,173,39,2
365,423,44,
365,59,52,
365,329,65,
366,128,1,1
366,55,1,2
366,250,1,3
366,334,1,4
366,504,51,
367,250,1,
367,44,6,
367,103,10,
367,352,15,
367,184,19
367,423,24
367,362,28
367,226,33
367,291,37
367,242,42
367,401,46
367,56,51
368,250,1
368,93,6
368,97,10
368,352,15
368,133,19
368,392,24
368,445,28
368,226,33
368,291,37,
368,94,42,
368,401,46,
368,56,51,
369,33,1,1
369,106,1,2
369,55,8,
369,317,15,
369,281,22,
369,36,29,
369,300,36,
369,246,43,
369,38,50,
369,291,57,
369,156,64,
369,56,71,
369,457,78
370,33,1
370,204,4
370,55,7
370,97,9
370,36,14
370,381,17
370,352,22
370,213,27
370,175,31
370,186,37
370,56,40
370,392,46
370,445,51
370,219,55
371,99,1
371,44,5,
371,43,10,
371,29,16,
371,116,20,
371,52,25,
371,225,31,
371,428,35,
371,184,40,
371,242,46,
371,337,50,
371,38,55,
372,99,1,1
372,44,1,2
372,43,1,3
372,29,1,4
372,44,5,
372,43,10,
372,29,16,
372,116,20,
372,52,25,
372,182,30,
372,225,32,
372,428,37,
372,184,43,
372,242,50,
372,337,55,
372,38,61,
373,424,1,1
373,422,1,2
373,99,1,3
373,44,1,4
373,43,1,5
373,29,1,6
373,44,5,
373,43,10,
373,29,16,
373,116,20,
373,52,25,
373,182,30,
373,225,32,
373,428,37,
373,184,43,
373,19,50,
373,242,53,
373,337,61,
373,38,70,
373,525,80,
374,36,1,
375,393,1,1
375,36,1,2
375,232,1,3
375,93,1,4
375,93,20,1
375,232,20,2
375,228,23,
375,357,26,
375,428,29,
375,418,32,
375,184,35,
375,97,38,
375,94,41,
375,309,44,
375,334,47,
375,63,50,
376,393,1,1
376,36,1,2
376,232,1,3
376,93,1,4
376,93,20,1
376,232,20,2
376,228,23,
376,357,26,
376,428,29,
376,418,32,
376,184,35,
376,97,38,
376,94,41,
376,309,44,
376,359,45,
376,334,53,
376,63,62,
377,153,1,1
377,23,1,2
377,88,9,
377,174,17,
377,276,25,
377,246,33,
377,334,41,
377,451,49,
377,199,57,
377,192,65,
377,444,73,
377,359,81,
377,63,89,
378,153,1,1
378,23,1,2
378,196,9,
378,174,17,
378,276,25,
378,246,33,
378,133,41,
378,451,49,
378,199,57,
378,192,65,
378,58,73,
378,359,81,
378,63,89,
379,153,1,1
379,23,1,2
379,232,9,
379,174,17,
379,276,25,
379,246,33,
379,334,41,1
379,133,41,2
379,451,49,
379,199,57,
379,192,65,
379,442,73,1
379,430,73,2
379,359,81,
379,63,89,
380,149,1,
380,273,5,
380,270,10,
380,219,15,
380,225,20,
380,346,25,
380,287,30
380,296,35
380,428,40
380,105,45
380,375,50
380,204,55
380,94,60
380,505,65
380,513,70
380,470,75
380,406,80
380,361,85
381,149,1
381,377,5
381,270,10
381,219,15
381,225,20
381,182,25
381,287,30
381,295,35
381,428,40
381,105,45
381,375,50
381,349,55
381,94,60
381,505,65
381,477,70
381,471,75
381,406,80
381,262,85
382,352,1
382,184,5
382,34,15
382,330,20
382,392,30
382,58,35
382,246,45
382,323,50
382,347,60
382,401,65
382,329,75
382,38,80
382,56,90
383,341,1
383,184,5
383,436,15
383,359,20
383,156,30
383,89,35
383,246,45
383,284,50
383,339,60
383,414,65
383,90,75
383,76,80
383,126,90
384,239,1
384,184,5
384,242,15
384,304,20
384,156,30
384,403,35
384,246,45
384,200,50
384,349,60,
384,19,65,
384,245,75,
384,63,80,
384,406,90,
385,273,1,1
385,93,1,2
385,156,5,
385,129,10,
385,270,15,
385,94,20,
385,287,25,
385,156,30,
385,428,35,
385,38,40,
385,356,45,
385,361,50,
385,248,55,
385,322,60,
385,387,65,
385,353,70,
386,43,1,1
386,35,1,2
386,101,9,
386,100,17,
386,282,25,
386,228,33,
386,94,41,
386,289,49,
386,375,57,
386,428,65,
386,322,73,
386,105,81,
386,354,89,
386,63,97,
387,33,1,
387,110,5,
387,71,9,
387,75,13,
387,174,17,
387,44,21,
387,72,25,
387,73,29,
387,235,33,
387,242,37,
387,202,41,
387,437,45,
388,33,1,1
388,110,1,2
388,110,5,
388,71,9,
388,75,13,
388,174,17,
388,44,22,
388,72,27,
388,73,32,
388,235,37,
388,242,42,
388,202,47,
388,437,52,
389,452,1,1
389,33,1,2
389,110,1,3
389,71,1,4
389,75,1,5
389,110,5,
389,71,9,
389,75,13,
389,174,17,
389,44,22,
389,72,27,
389,89,32,
389,73,33,
389,235,39,
389,242,45,
389,202,51,
389,437,57,
390,10,1,1
390,43,1,2
390,52,7,
390,269,9,
390,154,15,
390,172,17,
390,417,23,
390,259,25,
390,263,31,
390,83,33,
390,512,39,
390,303,41,
390,53,47,
391,10,1,1
391,43,1,2
391,52,1,3
391,52,7,
391,269,9,
391,183,14,
391,154,16,
391,172,19,
391,364,26,
391,259,29,
391,370,36,
391,83,39,
391,512,46,
391,303,49,
391,394,56,
392,10,1,1
392,43,1,2
392,52,1,3
392,269,1,4
392,52,7,
392,269,9,
392,183,14,
392,154,16
392,172,19
392,364,26
392,386,29
392,370,36
392,83,42
392,512,52
392,347,58
392,394,68
393,1,1
393,45,4
393,145,8
393,346,11
393,64,15
393,61,18
393,117,22
393,31,25,
393,362,29,
393,250,32,
393,54,36,
393,65,39,
393,56,43,
394,33,1,1
394,45,1,2
394,45,4,
394,145,8,
394,346,11,
394,64,15,
394,232,16,
394,61,19,
394,117,24,
394,31,28,
394,362,33,
394,250,37,
394,54,42,
394,65,46,
394,56,51,
395,33,1,1
395,45,1,2
395,145,1,3
395,45,4,
395,145,8,
395,14,11,
395,64,15,
395,232,16,
395,61,19,
395,207,24,
395,31,28,
395,362,33,
395,453,36,
395,250,39,
395,54,46,
395,65,52,
395,56,59,
396,33,1,1
396,45,1,2
396,98,5,
396,17,9,
396,104,13,
396,283,17,
396,18,21,
396,332,25,
396,36,29,
396,97,33,
396,413,37,
396,515,41,
397,33,1,1
397,45,1,2
397,98,1,3
397,98,5,
397,17,9,
397,104,13,
397,283,18,
397,18,23,
397,332,28,
397,36,33,
397,97,38,
397,413,43,
397,515,48,
398,33,1,1
398,45,1,2
398,98,1,3
398,17,1,4
398,98,5,
398,17,9,
398,104,13,
398,283,18,
398,18,23,
398,332,28,
398,36,33,
398,370,34,
398,97,41,
398,413,49,
398,515,57,
399,33,1,
399,45,5,
399,111,9,
399,205,13,
399,29,17,
399,158,21,
399,281,25,
399,133,29,
399,36,33,
399,162,37,
399,276,41,
399,174,45,
400,33,1,1
400,45,1,2
400,45,5,
400,111,9,
400,205,13,
400,55,15,
400,29,18,
400,158,23,
400,281,28,
400,133,33,
400,36,38,
400,162,43,
400,276,48,
400,174,53,
401,45,1,1
401,117,1,2
401,522,6,
401,450,16,
402,45,1,1
402,117,1,2
402,210,10,
402,141,14,
402,47,18
402,116,22
402,163,26
402,404,30
402,103,34
402,269,38
402,400,42
402,405,46
402,195,50
403,33,1
403,43,5
403,268,9
403,209,13
403,44,17
403,46,21
403,207,25
403,422,29,
403,242,33,
403,184,37,
403,435,41,
403,528,45,
404,33,1,1
404,43,1,2
404,43,5,
404,268,9,
404,209,13,
404,44,18,
404,46,23,
404,207,28,
404,422,33,
404,242,38,
404,184,43,
404,435,48,
404,528,53,
405,33,1,1
405,43,1,2
405,268,1,3
405,43,5,
405,268,9,
405,209,13,
405,44,18,
405,46,23,
405,207,28,
405,422,35,
405,242,42,
405,184,49,
405,435,56,
405,528,63,
406,71,1,
406,74,4,
406,346,7,
406,78,10,
406,72,13,
406,388,16,
407,311,1,1
407,40,1,2
407,72,1,3
407,345,1,4
407,230,1,5
408,29,1,1
408,43,1,2
408,116,6,
408,228,10,
408,36,15,
408,184,19,
408,372,24,
408,498,28,
408,246,33,
408,428,37,
408,103,42,
408,457,46,
409,29,1,1
409,43,1,2
409,116,6,
409,228,10,
409,36,15,
409,184,19,
409,372,24,
409,498,28,
409,283,30,
409,246,36,
409,428,43,
409,103,51,
409,457,58,
410,33,1,1
410,182,1,2
410,269,6,
410,319,10,
410,36,15,
410,334,19,
410,207,24,
410,246,28,
410,203,33,
410,368,37,
410,442,42,
410,484,46,
411,33,1,1
411,182,1,2
411,269,1,3
411,319,1,4
411,269,6,
411,319,10,
411,36,15,
411,334,19,
411,207,24,
411,246,28,
411,335,30,
411,203,36,
411,368,43,
411,442,51,
411,484,58,
412,182,1,
412,33,10
412,450,15
412,237,20
413,33,1
413,182,10
413,450,15
413,237,20
413,93,23
413,75,26
413,74,29
413,60,32
413,445,35
413,175,38
413,213,41
413,94,44
413,437,47
414,33,1,
414,182,10,
